Nombre,Puntuacion_IMDB,Puntuacion_Rotten_Tomatoes,Director,Guionistas,Argumento,Duracion
Countdown//2017,N/A,N/A,Roberto Gonzalez Mendieta,Roberto Gonzalez Mendieta,"The story of a young man from Syria who is forced to move along with his family to France due to terrorist attacks within his country, upon arriving in the Gaul country, he finds nothing but discrimination, racism and hatred.",N/A
Te suplico que no lo hagas Emilia,N/A,N/A,Fernanda Jacobo,Fernanda Jacobo,,N/A
El rifle de Chéjov,N/A,N/A,Cristobal BolañosGuillermo Ruiz,Cristobal BolañosGuillermo Ruiz,"""If you show a gun in the first act, then in the third act it should be fired"", Anton Chekhov.",N/A
Chinna,N/A,N/A,Vishnu Vardhan Babu Ponna,Vishnu Vardhan Babu Ponna,,N/A
Harlem Blues,N/A,N/A,Nicole L. Thompson,Nicole L. Thompson,,N/A
The Gift,N/A,N/A,Felipe Pilotto,Felipe Pilotto,"A young man philosophizes, through time, about existence, while the humanity is preparing for a nuclear war.",N/A
Upstairs,N/A,N/A,Owynne Dawkins,Owynne Dawkins,How well do we know the people we live above or below? As the sound of one couples troubled relationship invades the life of an over extended downstairs neighbour he has to ask himself a question with potentially serious consequences. What has a guy got to do to get some peace and quiet around here?,N/A
Il viaggio di Sarah,N/A,N/A,Antonio Losito,Romina BufanoAntonio Losito,,N/A
A Hand-written Poster,N/A,N/A,Eun-Mi Kwak,Eun-Mi Kwak,"When a professor files a lawsuit against her over hand-written posters, university student Hye-ri goes to the clubroom to see her friend Min-young, with whom she made the posters. Finding her there with a new member, Hye-ri is caught up in an inner conflict.",N/A
Crossroads (MCTC Capstone),N/A,N/A,Brent Ceminski,Jon Leininger,,N/A
Reflect,N/A,100%,Mario Mastromarino,Mario Mastromarino,,N/A
Lena at the Party,N/A,N/A,Braden LuBell,Braden LuBell,"At a New Year's Eve party, Lena goes upstairs Lena finds a young man passed out on the coats. In a matter of minutes, she goes from trying to move him to sexually assaulting him - and getting caught.",N/A
The Lack of Colour,N/A,N/A,Aidan Gibson,Barry John Kinsella,Writers James and Emily are an estranged father and Daughter. Is it possible for them to heal their fractured past and start again?,N/A
The Spectators,N/A,N/A,Alex Furnas,Alex BaumanAlex FurnasCole Wilder,Three friends find themselves at a crossroads when their personal values begin to diverge.,N/A
Worth It,N/A,N/A,Jonathon Ferino,Jonathon Ferino,,N/A
Prove pratiche per la possibilità de 'I fiori di menta',N/A,N/A,Luca Bardi,Luca Bardi,,N/A
Frost Bite,N/A,N/A,Sebastien Blanc,Mara ManzoliniJamie Touche,,N/A
The Salt of the West,N/A,N/A,Viviana Goelkel,Viviana Goelkel,"Sara is a little Arabic girl living with her family in a place where Arabs are segregated across the countryside and their language is forbidden. In an attempt to hold on to their identity, her father teaches her how to read. Reading awakens her to the power of her imagination and the beauty of childhood, but it also becomes a real danger for Sara and her family.",N/A
Finger Talk,N/A,N/A,Gary Glasser,Gary GlasserLeslie What,A young women seeks comfort from a unexpected pregnancy within a talking gorilla named coco.,N/A
Mia,N/A,N/A,Oriol Colomar,Oriol ColomarAya Wolf,"Mia recounts her most intimate confessions, uncensored, in her first approach to a totally new world of domination and submission.",N/A
Kozhikal Illaatha Bhoomi,N/A,N/A,Vishal Viswanathan,Vishal Viswanathan,,N/A
¿Vos me querés a mi?,N/A,N/A,Tomas Alva Andrei,Romina Paula,,N/A
Jalanin Aja,N/A,N/A,Joko Anwar,Joko Anwar,The ordinary journey turns out to be extraordinary when 4 best friends return to keep a promise.,N/A
Moja draga Ana,N/A,N/A,Vid Steh,Vid Steh,"The mysterious death of a young woman brings together a suffering artist and his brother, uncompromising police inspector.",N/A
Nova pravila,N/A,N/A,Vid Steh,Vid Steh,A sequel to Pravila igre. One year after the events of the movie Roman comes out of the prison and tries to help his bankrupt brother by making a bank heist.,N/A
Stuck,N/A,73%,Christopher Galvin,Vince BrehenyNoel Gaskin,,N/A
Others,N/A,N/A,Kumar Nishant,Kumar Nishant,,N/A
Stuck,N/A,73%,Christopher GalvinRobert Keane,Christopher Galvin,"Michael is out walking when he meets Jack, who is stuck in a tree but refuses any help. Michael realises there's more to Jack's story.",N/A
Menarquia,N/A,N/A,M. Ángeles Ávila,M. Ángeles Ávila,,N/A
Catch 22,N/A,81%,Deeptanshu Sinha,Deeptanshu Sinha,"A palindromic structured film, where the visual and dialogues both have different meaning and emotion when their order is reversed.",N/A
Monica,N/A,N/A,Ariel Hyman,Ariel Hyman,"At school, Monica's only company is a stuffed doll named Winnie that she has Always had since her childhood. She is bullied for being her age and to still carry a doll with her. One day, a few of her bullies stage a prank to cut one of Winnie's eyes off. Monica searches for eye replacements all over the city and learns to no longer pay attention to the opinion of othe... Leer todo",N/A
Be Still,N/A,N/A,Heath Gleason,Michael Ruiz,"After a pathogen eradicates nearly all of humanity, the last man on Earth spends his final days dragging a weathered memento across the coast in mind of his deceased daughter and wife.",N/A
Hello,N/A,N/A,Lok-Yi Chan,Devon Ka-Hang ChoiWai-Sum Kwan,"When you are concerned with the needed, you have to understand what they really suffer.",N/A
Lost Cemeteries,N/A,N/A,Ying-Kuen Ho,Ying-Kuen Ho,"When Pak Tin Estate is going to be demolished, the residents will move to a new place, but how about the dead residents? Where could they go? Ho Ying-kuen who majors in Myth and Poetry, and Playwriting, leads us to a time and space of a demolishing public estate. We will come across the residents of the estate, a mother with her two sons selling incenses, and two monk... Leer todo",N/A
Victoria and Wilhelm Tell,N/A,N/A,Tsz-Hong Yung,Tsz-Hong Yung,"A story taking place in a Hong Kong with a different history. Hong Kong has not been transfer of sovereignty in 1997. In 2003, a teenage, Lap Yan stays at home because of SARS. A girl who is a new neighbor of Lap Yan visits him and staying with him all the day. Lap Yan does not realise the outside world is changing, which will affect his own future.",N/A
Mischief,N/A,N/A,Laken Grace,Laken GraceRam Soyao,A coming of age story focusing on troubled youth and the importance of family.,N/A
Being Bhai,N/A,N/A,Madhav Chandra Sai,Harshad V. Gaikwad,,N/A
Replicante,N/A,N/A,Laura Toledo,Marta Hernández,"An actress who runs through her lines, an electrician who wants to finish his work and the most unexpected rehearsal of their lives.",N/A
The Anniversary,N/A,N/A,Mushfica Masud,Mushfica Masud,,N/A
Feeling of Guilt,N/A,N/A,Francesco Malandrino,Federica TerzoSergio Zaccone,,N/A
Shadows,N/A,N/A,Geoff Emberlyn,Geoff Emberlyn,,N/A
When You Leave,N/A,N/A,Matt Scott Jones,Matt Scott Jones,"When everyone in the world has a perfect match - a lover, a child, a friend, a partner - one woman mourns the loss of her match, unsure of what's next as she ventures in the world alone.",N/A
Mental: Aria,N/A,N/A,Moon Ferguson,Belle Brooks,,N/A
The Watch,N/A,N/A,Asif Anis Khan,Asif Anis Khan,,N/A
No. Never. Stop,N/A,N/A,Aantarik Borbora,Sukanya Dutta,"This is an encounter of a girl dealing with her demons. Even after meeting the standard definition of 'ideal' set by the society,ended up in tragedy. What's the point of all those do's and don'ts then? No,she has had enough. Never,will she listen to you again. Stop it,a rebel is better than your regal. No. Never. Stop.",N/A
Prometta mi,N/A,N/A,Tiffany Rhodes,Tiffany Rhodes,,N/A
Miguel's American Dream,N/A,N/A,Vania Ivena,Vania Ivena,"A dilemma of an illegal immigrant to stay in America and keep pursuing his dream, or go back home to say goodbye to his dying Mother.",N/A
Merrell Manifesto Film,N/A,N/A,John Mckelvey,Sam Ingraffia,,N/A
Social Error,N/A,N/A,Danielle Dawson,Danielle Dawson,"In this exploration of the dangers of social media and how it can be weaponized, a rich businessman teams with a group of Russian hackers to influence social media.",N/A
A Matter of Speaking,N/A,N/A,Monet Massac,Monet Massac,A young woman struggles to find her voice in High School.,N/A
Adam Barfi,N/A,N/A,Roodabeh Izadi,Roodabeh Izadi,"A girl named Marjan, who should go to an exhibition design company for an interview Faces a seemingly simple accident that has a large impact in the life of her .",N/A
Man's Memory,N/A,N/A,Jaegar Moore,Jaegar Moore,"Every man remembers the day he became a man. For Eugene, it's a day he'd rather forget.",N/A
Dreaming of Eli Silverman,N/A,N/A,Mykola Yeriomin,Mykola Yeriomin,Dreaming about a mysterious man named Eli Silverman makes someone to wake up.,N/A
Earth Caller: Crystal Death Album Teaser,N/A,N/A,Jordan Collard,Jordan Collard,,N/A
Power to the People: The Yuri Kochiyama Story,N/A,N/A,Mimi Lee,Mimi Lee,"A Japanese-American woman becomes inspired, through the friendship and leadership of Malcolm X, to be a voice for her own people and other oppressed groups after her experience in the Japanese Internment camps.",N/A
Petits soldats,N/A,N/A,Julien Magnan,Julien MagnanJulien Prévost,"Childhood friends and fans of violent paintball games, Louis and Polo are two young cooks in Normandy. Louis dreams of going to Paris but Polo does everything to stop him for fear of losing his friend.",N/A
Heartbreak Hotel,N/A,38%,Anastasija Nikitina,Anastasija Nikitina,,N/A
L'ombra delle muciare,N/A,N/A,Marcello Mazzarella,Marcello MazzarellaPaolo Pintacuda,,N/A
Lawn,N/A,N/A,Matthew FisherKevin Ray,Matthew Fisher,"When a downhearted southerner finds out his wife is pregnant, he embarks on an odyssey to reclaim his life -- and it starts with an overgrown yard.",N/A
The Artist Has Room,N/A,N/A,James Fink-Jensen,Anita Soleimani Zohrshiri,,N/A
Self Tape,N/A,N/A,Noel Brady,John Duggan,,N/A
La mirada del hijo,N/A,N/A,Jesús Eguía Armenteros,Jesús Eguía Armenteros,"She and he have a date in the Park to make the swap of their two-year-old son. She has come 10 minutes early, long enough to argue again about the same, however, the child wants something much simpler: that the two keep playing.",N/A
Aztarnak,N/A,N/A,Nakor Santamaría,Andoni FernándezNakor Santamaría,"She wakes up from a dream that is repeated every day. In his dream you can see a neighborhood full of life, happiness and open shops, but in reality all that does not exist anymore. She tries to locate social life and living businesses.",N/A
Love in Color,N/A,N/A,Kayla Delcoure,Brandon Johnston,The color around the world changes for a young couple as they fall in love.,N/A
Alone and Beautiful,N/A,N/A,Chen-Wen Lo,Chen-Wen LoBrady Morell,,N/A
Bolero Negro,N/A,N/A,Lucas Belaunde,Lucas Belaunde,,N/A
Paradise,N/A,N/A,Jordyn Haney,N/A,,N/A
Alte Poststrasse,N/A,N/A,Alexandra Rieser,Alexandra Rieser,,N/A
Unreal Estate,N/A,N/A,Anthony Paderewski,Christopher Soucy,A homeowner gives her home to the perfect buyer in the most unusual of circumstances.,N/A
Omega Alpha,N/A,N/A,Francesco Ferrari,Flavia BrusciaMarco Minciarelli,A man is forced to live in an eternal retaliation because of the errors he made in the past. His punishment consists in the impossibility to achieve any form of pleasure. It will be the victim of his greatest violence to reveal to him the truth: he is living his endless hell.,N/A
La Última cita,N/A,N/A,David Baquero,David Baquero,"Carlota, a middle-aged woman, wakes up in a mortuary refrigerator in a morgue. She recently has died. Suddenly, she hears the voice of a man who speaks to her from the refrigerator above. Both, dead, they have a conversation in which Carlota will make a special journey to her mind. Gradually, the will know to each other and discover than death can make you see life in... Leer todo",N/A
Løgn,N/A,N/A,Alexander Leo Christiansen,Alexander Leo Christiansen,"Martin can't stop thinking of Amanda - his one true love. But he can't stop thinking of the lie, either. The great lie that ruined it all for him. Now, Martin has a big decision to make.",N/A
Cemile's Obsession,N/A,N/A,Deniz Özden,Deniz Özden,"Cemile lives with her husband in an apartment building. One day a family moved to the apartment where Cemile lived. Cemile takes a plate food to the family that has reqcently moved to the apartment according to the custom. Cemile's new neighbor is Ari and Lorin who are not familiar with their names. While Cemile's mind confuses the names of the pair Ari and Lorin, Lor... Leer todo",N/A
Minkä menetin,N/A,N/A,Eetu Pennanen,Eetu Pennanen,A young man struggles with OCD and loss in both reality and his mind.,N/A
Rest in Resistance,N/A,N/A,Shareese Mason,Quick MasonShareese Mason,"After a night of studying for finals, Jasmine and Spirit head out for a little fun. Little do they know that their night is going to be unpleasantly interrupted with major catastrophe.",N/A
Troubled Times for Titus,N/A,N/A,Daniel Frank Wilson,Ashley Hope,Titus Mills does everything he can do pull himself out of a tainted situation.,N/A
Paulo,N/A,N/A,Matthew Flynn,Matthew Flynn,"When Paulo's father Iggy is arrested for a murder, Paulo, along with his mother Marta navigate their way through the trauma until Paulo finds the key to his own happiness, empathy.",N/A
Ailleurs,N/A,N/A,Max Lesage,Max Lesage,,N/A
Tropos de Añoranza,N/A,N/A,Rocko D. Marquez Flores,Rocko D. Marquez Flores,,N/A
Lula,N/A,N/A,Xin Li,Xin Li,,N/A
Ready 2 Play Me!,N/A,N/A,Quick Mason,Riyadh RollinsMaurice PalmerShareese Mason,"Darrius is a rising basketball star with a hidden secret from his peers about the fact that he is homosexual. After hiding this secret for so long, Darrius begins to develop a dual personality in his subconscious that goes by the name Damon. Damon is becoming more realistic and is now fighting Darrius to embrace his true identity.",N/A
Rivers Edge,N/A,88%,Dan Harth,Alex Foley,"A group of teenagers go camping to help a friend recover from her past and soon the stalking and murdering of several people entail. Staring Maddison Cash, Nick Boxall, Mikayla Jade and Ryan Hance.",N/A
Mutter,N/A,N/A,Christian Bachmann,Christian Bachmann,,N/A
Behind The Lie,N/A,N/A,Natalie Danson,Natalie Danson,,N/A
Someone Understands,N/A,N/A,Monique Amado,Monique Amado,"Two elderly women are confronted at every turn with feeling invisible in a fast-moving world that takes no notice of them. In crossing paths, they experience a moment that lifts them out of their isolation.",N/A
The Impasse,N/A,N/A,Anton Sazonov,Anton SazonovValeriya Zadereeva,The relationship between Sasha and Vadim has reached a crisis. The never-ending quarrels are not even soothed by great trouble: from the summer house their son Grisha has run away. The search for the boy leads the protagonists into the forest.,N/A
Artificial Affection,N/A,N/A,Rukia Magege,Proud Sornpaisarn,,N/A
Jack in the Box,N/A,N/A,Jing Jessie Guo,Jing Jessie Guo,,N/A
Lucky,N/A,58%,Hai Rihan,Hai Rihan,A dying mother's last meeting with her long-lost son.,N/A
Zei Wei (Shanghainese for Goodbye),N/A,N/A,Alessio Avezzano,Alessio AvezzanoCharlie Cooper,"After years of shared experiences in China, two estranged expats meet one last time for lunch in Shanghai.",N/A
